Title,Field,Receive_date,Abstract,Link
['Title:Adaptive Learned Bloom Filter (Ada-BF): Efficient Utilization of the Classifier'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  Recent work suggests improving the performance of Bloom filter byincorporating a machine learning model as a binary classifier. However, suchlearned Bloom filter does not take full advantage of the predicted probabilityscores. We proposed new algorithms that generalize the learned Bloom filter byusing the complete spectrum of the scores regions. We proved our algorithmshave lower False Positive Rate (FPR) and memory usage compared with theexisting approaches to learned Bloom filter. We also demonstrated the improvedperformance of our algorithms on real-world datasets.",https://arxiv.org/abs/1910.09131
['Title:A Comparison of Semantic Similarity Methods for Maximum Human Interpretability'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  The inclusion of semantic information in any similarity measures improves theefficiency of the similarity measure and provides human interpretable result.This paper presents three different methods to compute semantic similaritiesbetween short news texts. These methods are based on corpus-based andknowledge-based methods: cosine similarity using tf-idf vectors, cosinesimilarity using word embedding and soft cosine similarity using wordembedding. As a result, cosine similarity using tf-idf vectors performed bestamong three in finding similarities between short news texts.",https://arxiv.org/abs/1910.09129
['Title:Communication Efficient Decentralized Training with Multiple Local Updates'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  Communication efficiency plays a significant role in decentralizedoptimization, especially when the data is highly non-identically distributed.In this paper, we propose a novel algorithm that we call Periodic DecentralizedSGD (PD-SGD), to reduce the communication cost in a decentralized heterogeneousnetwork. PD-SGD alternates between multiple local updates and multipledecentralized communications, making communication more flexible andcontrollable. We theoretically prove PD-SGD convergence at speed$O(\frac{1}{\sqrt{nT}})$ under the setting of stochastic non-convexoptimization and non-i.i.d. data where $n$ is the number of worker nodes. Wealso propose a novel decay strategy which periodically shrinks the length oflocal updates. PD-SGD equipped with this strategy can better balance thecommunication-convergence trade-off both theoretically and empirically.",https://arxiv.org/abs/1910.09126
['Title:Self-Supervised Physics-Based Deep Learning MRI Reconstruction Without Fully-Sampled Data'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  Deep learning (DL) has emerged as a tool for improving accelerated MRIreconstruction. A common strategy among DL methods is the physics-basedapproach, where a regularized iterative algorithm alternating between dataconsistency and a regularizer is unrolled for a finite number of iterations.This unrolled network is then trained end-to-end in a supervised manner, usingfully-sampled data as ground truth for the network output. However, in a numberof scenarios, it is difficult to obtain fully-sampled datasets, due tophysiological constraints such as organ motion or physical constraints such assignal decay. In this work, we tackle this issue and propose a self-supervisedlearning strategy that enables physics-based DL reconstruction withoutfully-sampled data. Our approach is to divide the acquired sub-sampled pointsfor each scan into training and validation subsets. During training, dataconsistency is enforced over the training subset, while the validation subsetis used to define the loss function. Results show that the proposedself-supervised learning method successfully reconstructs images withoutfully-sampled data, performing similarly to the supervised approach that istrained with fully-sampled references. This has implications for physics-basedinverse problem approaches for other settings, where fully-sampled data is notavailable or possible to acquire.",https://arxiv.org/abs/1910.09116
['Title:Adversarial Regression. Generative Adversarial Networks for Non-Linear Regression: Theory and Assessment'],Machine Learning ,(Submitted on 18 Oct 2019),"Abstract:  Adversarial Regression is a proposition to perform high dimensionalnon-linear regression with uncertainty estimation. We used ConditionalGenerative Adversarial Network to obtain an estimate of the full predictivedistribution for a new observation. Generative Adversarial Networks (GAN) areimplicit generative models which produce samples from a distributionapproximating the distribution of the data. The conditional version of it(CGAN) takes the following expression: $\min\limits_G \max\limits_D V(D, G) =\mathbb{E}_{x\sim p_{r}(x)} [log(D(x, y))] + \mathbb{E}_{z\sim p_{z}(z)} [log(1-D(G(z, y)))]$. An approximate solution can be found by trainingsimultaneously two neural networks to model D and G and feeding G with a randomnoise vector $z$. After training, we have that $G(z, y)\mathrel{\dot\sim}p_{data}(x, y)$. By fixing $y$, we have $G(z|y) \mathrel{\dot\sim}p{data}(x|y)$. By sampling $z$, we can therefore obtain samples followingapproximately $p(x|y)$, which is the predictive distribution of $x$ for a new$y$. We ran experiments to test various loss functions, data distributions,sample size, size of the noise vector, etc. Even if we observed differences, noexperiment outperformed consistently the others. The quality of CGAN forregression relies on fine-tuning a range of hyperparameters. In a broader view,the results show that CGANs are very promising methods to perform uncertaintyestimation for high dimensional non-linear regression.",https://arxiv.org/abs/1910.09106
['Title:Predicting origin-destination ride-sourcing demand with a spatio-temporal encoder-decoder residual multi-graph convolutional network'],Machine Learning ,(Submitted on 17 Oct 2019),"Abstract:  With the rapid development of mobile-internet technologies, on-demandride-sourcing services have become increasingly popular and largely reshapedthe way people travel. Demand prediction is one of the most fundamentalcomponents in supply-demand management systems of ride-sourcing platforms. Withaccurate short-term prediction for origin-destination (OD) demand, theplatforms make precise and timely decisions on real-time matching, idle vehiclereallocations and ride-sharing vehicle routing, etc. Compared to zone-baseddemand prediction that has been examined by many previous studies, OD-baseddemand prediction is more challenging. This is mainly due to the complicatedspatial and temporal dependencies among demand of different OD pairs. Toovercome this challenge, we propose the Spatio-Temporal Encoder-DecoderResidual Multi-Graph Convolutional network (ST-ED-RMGC), a novel deep learningmodel for predicting ride-sourcing demand of various OD pairs. Firstly, themodel constructs OD graphs, which utilize adjacent matrices to characterize thenon-Euclidean pair-wise geographical and semantic correlations among differentOD pairs. Secondly, based on the constructed graphs, a residual multi-graphconvolutional (RMGC) network is designed to encode the contextual-aware spatialdependencies, and a long-short term memory (LSTM) network is used to encode thetemporal dependencies, into a dense vector space. Finally, we reuse the RMGCnetworks to decode the compressed vector back to OD graphs and predict thefuture OD demand. Through extensive experiments on the for-hire-vehiclesdatasets in Manhattan, New York City, we show that our proposed deep learningframework outperforms the state-of-arts by a significant margin.",https://arxiv.org/abs/1910.09103
['Title:Biologic and Prognostic Feature Scores from Whole-Slide Histology Images Using Deep Learning'],Machine Learning ,"(Submitted on 21 Oct 2019 (v1), last revised 22 Oct 2019 (this version, v2))","Abstract:  Histopathology is a reflection of the molecular changes and providesprognostic phenotypes representing the disease progression. In this study, weintroduced feature scores generated from hematoxylin and eosin histology imagesbased on deep learning (DL) models developed for prostate pathology. Wedemonstrated that these feature scores were significantly prognostic for timeto event endpoints (biochemical recurrence and cancer-specific survival) andhad simultaneously molecular biologic associations to relevant genomicalterations and molecular subtypes using already trained DL models that werenot previously exposed to the datasets of the current study. Further, wediscussed the potential of such feature scores to improve the current tumorgrading system and the challenges that are associated with tumor heterogeneityand the development of prognostic models from histology images. Our findingsuncover the potential of feature scores from histology images as digitalbiomarkers in precision medicine and as an expanding utility for digitalpathology.",https://arxiv.org/abs/1910.09100
['Title:Self-supervised classification of dynamic obstacles using the temporal information provided by videos'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  Nowadays, autonomous driving systems can detect, segment, and classify thesurrounding obstacles using a monocular camera. However, state-of-the-artmethods solving these tasks generally perform a fully supervised learningprocess and require a large amount of training labeled data. On another note,some self-supervised learning approaches can deal with detection andsegmentation of dynamic obstacles using the temporal information available invideo sequences. In this work, we propose in addition to classifiy the detectedobstacles depending on their motion pattern. We present a novel self-supervisedframework consisting of learning offline clusters from temporal patch sequencesand using these clusters as pseudo labels to train a real-time imageclassifier. The presented model outperforms state-of-the-art unsupervised imageclassification methods on BDD100K dataset.",https://arxiv.org/abs/1910.09094
['Title:Multi-User MABs with User Dependent Rewards for Uncoordinated Spectrum Access'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  Multi-user multi-armed bandits have emerged as a good model for uncoordinatedspectrum access problems. In this paper we consider the scenario where userscannot communicate with each other. In addition, the environment may appeardifferently to different users, ${i.e.}$, the mean rewards as observed bydifferent users for the same channel may be different. With this setup, wepresent a policy that achieves a regret of $O (\log{T})$. This paper has beenaccepted at Asilomar Conference on Signals, Systems, and Computers 2019.",https://arxiv.org/abs/1910.09091
['Title:Semantics for Global and Local Interpretation of Deep Neural Networks'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  Deep neural networks (DNNs) with high expressiveness have achievedstate-of-the-art performance in many tasks. However, their distributed featurerepresentations are difficult to interpret semantically. In this work,human-interpretable semantic concepts are associated with vectors in featurespace. The association process is mathematically formulated as an optimizationproblem. The semantic vectors obtained from the optimal solution are applied tointerpret deep neural networks globally and locally. The global interpretationsare useful to understand the knowledge learned by DNNs. The interpretation oflocal behaviors can help to understand individual decisions made by DNNsbetter. The empirical experiments demonstrate how to use identified semanticsto interpret the existing DNNs.",https://arxiv.org/abs/1910.09085
['Title:Online Community Detection by Spectral CUSUM'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  We present an online community change detection algorithm called spectralCUSUM to detect the emergence of a community using a subspace projectionprocedure based on a Gaussian model setting. Theoretical analysis is providedto characterize the average run length (ARL) and expected detection delay(EDD), as well as the asymptotic optimality. Simulation and real data examplesdemonstrate the good performance of the proposed method.",https://arxiv.org/abs/1910.09083
['Title:Looking Ahead: Anticipating Pedestrians Crossing with Future Frames Prediction'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  In this paper, we present an end-to-end future-prediction model that focuseson pedestrian safety. Specifically, our model uses previous video frames,recorded from the perspective of the vehicle, to predict if a pedestrian willcross in front of the vehicle. The long term goal of this work is to design afully autonomous system that acts and reacts as a defensive human driver would--- predicting future events and reacting to mitigate risk. We focus onpedestrian-vehicle interactions because of the high risk of harm to thepedestrian if their actions are miss-predicted. Our end-to-end model consistsof two stages: the first stage is an encoder/decoder network that learns topredict future video frames. The second stage is a deep spatio-temporal networkthat utilizes the predicted frames of the first stage to predict thepedestrian's future action. Our system achieves state-of-the-art accuracy onpedestrian behavior prediction and future frames prediction on the JointAttention for Autonomous Driving (JAAD) dataset.",https://arxiv.org/abs/1910.09077
['Title:Detecting muscle activation using ultrasound speed of sound inversion with deep learning'],Machine Learning ,"(Submitted on 20 Oct 2019 (v1), last revised 22 Oct 2019 (this version, v2))","Abstract:  Functional muscle imaging is essential for diagnostics of a multitude ofmusculoskeletal afflictions such as degenerative muscle diseases, muscleinjuries, muscle atrophy, and neurological related issues such as spasticity.However, there is currently no solution, imaging or otherwise, capable ofproviding a map of active muscles over a large field of view in dynamicscenarios. In this work, we look at the feasibility of longitudinal sound speedmeasurements to the task of dynamic muscle imaging of contraction oractivation. We perform the assessment using a deep learning network applied topre-beamformed ultrasound channel data for sound speed inversion. Preliminaryresults show that dynamic muscle contraction can be detected in the calf andthat this contraction can be positively assigned to the operating muscles.Potential frame rates in the hundreds to thousands of frames per second arenecessary to accomplish this.",https://arxiv.org/abs/1910.09046
['Title:Ordering-Based Causal Structure Learning in the Presence of Latent Variables'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  We consider the task of learning a causal graph in the presence of latentconfounders given i.i.d.~samples from the model. While current algorithms forcausal structure discovery in the presence of latent confounders areconstraint-based, we here propose a score-based approach. We prove that underassumptions weaker than faithfulness, any sparsest independence map (IMAP) ofthe distribution belongs to the Markov equivalence class of the true model.This motivates the \emph{Sparsest Poset} formulation - that posets can bemapped to minimal IMAPs of the true model such that the sparsest of these IMAPsis Markov equivalent to the true model. Motivated by this result, we propose agreedy algorithm over the space of posets for causal structure discovery in thepresence of latent confounders and compare its performance to the currentstate-of-the-art algorithms FCI and FCI+ on synthetic data.",https://arxiv.org/abs/1910.09014
['Title:Attention Enriched Deep Learning Model for Breast Tumor Segmentation in Ultrasound Images'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Incorporating human expertise and domain knowledge is particularly importantfor medical image processing applications, marked with small datasets, andobjects of interests in the form of organs or lesions not typically seen intraditional datasets. However, the incorporation of prior knowledge for breasttumor detection is challenging, since shape, boundary, curvature, intensity, orother common medical priors vary significantly across patients and cannot beemployed. This work proposes an approach for integrating visual saliency into adeep learning model for breast tumor segmentation in ultrasound images. Visualsaliency emphasizes regions that are more likely to attract radiologists'visual attention and stand out from its surrounding. Our approach is based on aU-Net model and employs attention blocks to introduce visual saliency. Suchmodel forces learning feature representations that prioritize spatial regionswith high levels of saliency. The approach is validated using a dataset of 510breast ultrasound images.",https://arxiv.org/abs/1910.08978
['Title:i-RIM applied to the fastMRI challenge'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  We, team AImsterdam, summarize our submission to the fastMRI challenge(Zbontar et al., 2018). Our approach builds on recent advances in invertiblelearning to infer models as presented in Putzky and Welling (2019). Both, oursingle-coil and our multi-coil model share the same basic architecture.",https://arxiv.org/abs/1910.08952
['Title:Sketch2Code: Transformation of Sketches to UI in Real-time Using Deep Neural Network'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  User Interface (UI) prototyping is a necessary step in the early stages ofapplication development. Transforming sketches of a Graphical User Interface(UI) into a coded UI application is an uninspired but time-consuming taskperformed by a UI designer. An automated system that can replace human effortsfor straightforward implementation of UI designs will greatly speed up thisprocedure. The works that propose such a system primarily focus on using UIwireframes as input rather than hand-drawn sketches. In this paper, we putforward a novel approach wherein we employ a Deep Neural Network that istrained on our custom database of such sketches to detect UI elements in theinput sketch. Detection of objects in sketches is a peculiar visual recognitiontask that requires a specific solution that our deep neural network modelattempts to provide. The output from the network is a platform-independent UIrepresentation object. The UI representation object is a dictionary ofkey-value pairs to represent the UI elements recognized along with theirproperties. This is further consumed by our UI parser which creates code fordifferent platforms. The intrinsic platform-independence allows the model tocreate a UI prototype for multiple platforms with single training. Thistwo-step approach without the need for two trained models improves over othermethods giving time-efficient results (average time: 129 ms) with goodaccuracy.",https://arxiv.org/abs/1910.08930
['Title:Enhancing Recurrent Neural Networks with Sememes'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Sememes, the minimum semantic units of human languages, have beensuccessfully utilized in various natural language processing applications.However, most existing studies exploit sememes in specific tasks and fewefforts are made to utilize sememes more fundamentally. In this paper, wepropose to incorporate sememes into recurrent neural networks (RNNs) to improvetheir sequence modeling ability, which is beneficial to all kinds of downstreamtasks. We design three different sememe incorporation methods and employ themin typical RNNs including LSTM, GRU and their bidirectional variants. Forevaluation, we use several benchmark datasets involving PTB and WikiText-2 forlanguage modeling, SNLI for natural language inference. Experimental resultsshow evident and consistent improvement of our sememe-incorporated modelscompared with vanilla RNNs, which proves the effectiveness of our sememeincorporation methods. Moreover, we find the sememe-incorporated models havegreat robustness and outperform adversarial training in defending adversarialattack. All the code and data of this work will be made available to thepublic.",https://arxiv.org/abs/1910.08910
['Title:$hv$-Block Cross Validation is not a BIBD: a Note on the Paper by Jeff Racine (2000)'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  This note corrects a mistake in the paper ""consistent cross-validatorymodel-selection for dependent data: $hv$-block cross-validation"" by Racine(2000). In his paper, he implied that the therein proposed $hv$-blockcross-validation is consistent in the sense of Shao (1993). To get thisintuition, he relied on the speculation that $hv$-block is a balancedincomplete block design (BIBD). This note demonstrates that this is not thecase, and thus the theoretical consistency of $hv$-block remains an openquestion. In addition, I also provide a Python program counting the number ofoccurrences of each sample and each pair of samples.",https://arxiv.org/abs/1910.08904
['Title:Benchmark Dataset for Timetable Optimization of Bus Routes in the City of New Delhi'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Public transport is one of the major forms of transportation in the world.This makes it vital to ensure that public transport is efficient. This researchpresents a novel real-time GPS bus transit data for over 500 routes of busesoperating in New Delhi. The data can be used for modeling various timetableoptimization tasks as well as in other domains such as traffic management,travel time estimation, etc. The paper also presents an approach to reduce thewaiting time of Delhi buses by analyzing the traffic behavior and proposing atimetable. This algorithm serves as a benchmark for the dataset. The algorithmuses a constrained clustering algorithm for classification of trips. It furtheranalyses the data statistically to provide a timetable which is efficient inlearning the inter- and intra-month variations.",https://arxiv.org/abs/1910.08903
['Title:Personalizing Graph Neural Networks with Attention Mechanism for Session-based Recommendation'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  The problem of personalized session-based recommendation aims to predictusers' next click based on their sequential behaviors. Existing session-basedrecommendation methods only consider all sessions of user as a single sequence,ignoring the relationship of among sessions. Other than that, most of themneglect complex transitions of items and the collaborative relationship betweenusers and items. To this end, we propose a novel method, named PersonalizingGraph Neural Networks with Attention Mechanism, A-PGNN for brevity. A-PGNNmainly consists of two components: One is Personalizing Graph Neural Network(PGNN), which is used to capture complex transitions in user session sequence.Compared with the traditional Graph Neural Network (GNN) model, it alsoconsiders the role of users in the sequence. The other is Dot-Product Attentionmechanism, which draws on the attention mechanism in machine translation toexplicitly model the effect of historical sessions on the current session.These two parts make it possible to learn the multi-level transitionrelationships between items and sessions in user-specific fashion. Extensiveexperiments conducted on two real-world data sets show that A-PGNNsignificantly outperforms the state-of-the-art personalizing session-basedrecommendation methods consistently.",https://arxiv.org/abs/1910.08887
['Title:The Exact Equivalence of Independence Testing and Two-Sample Testing'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Testing independence and testing equality of distributions are two tightlyrelated statistical hypotheses. Several distance and kernel-based statisticsare recently proposed to achieve universally consistent testing for eitherhypothesis. On the distance side, the distance correlation is proposed forindependence testing, and the energy statistic is proposed for two-sampletesting. On the kernel side, the Hilbert-Schmidt independence criterion isproposed for independence testing and the maximum mean discrepancy is proposedfor two-sample testing. In this paper, we show that two-sample testing arespecial cases of independence testing via an auxiliary label vector, and provethat distance correlation is exactly equivalent to the energy statistic interms of the population statistic, the sample statistic, and the testingp-value via permutation test. The equivalence can be further generalized toK-sample testing and extended to the kernel regime. As a consequence, itsuffices to always use an independence statistic to test equality ofdistributions, which enables better interpretability of the test statistic andmore efficient testing.",https://arxiv.org/abs/1910.08883
['Title:Sparse (group) learning with Lipschitz loss functions: a unified analysis'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  We study a family of sparse estimators defined as minimizers of someempirical Lipschitz loss function---which include hinge, logistic and quantileregression losses---with a convex, sparse or group-sparse regularization. Inparticular, we consider the L1-norm on the coefficients, its sorted Slopeversion, and the Group L1-L2 extension. First, we propose a theoreticalframework which simultaneously derives new L2 estimation upper bounds for allthree regularization schemes. For L1 and Slope regularizations, our boundsscale as $(k^*/n) \log(p/k^*)$---$n\times p$ is the size of the design matrixand $k^*$ the dimension of the theoretical loss minimizer $\beta^*$---matchingthe optimal minimax rate achieved for the least-squares case. For Group L1-L2regularization, our bounds scale as $(s^*/n) \log\left( G / s^* \right) + m^* /n$---$G$ is the total number of groups and $m^*$ the number of coefficients inthe $s^*$ groups which contain $\beta^*$---and improve over the least-squarescase. We additionally show that Group L1-L2 is superior to L1 and Slope whenthe signal is strongly group-sparse. Our bounds are achieved both inprobability and in expectation, under common assumptions in the literature.Second, we propose an accelerated proximal algorithm which computes the convexestimators studied when the number of variables is of the order of $100,000$.We compare the statistical performance of our estimators against standardbaselines for settings where the signal is either sparse or group-sparse. Ourexperiments findings reveal (i) the good empirical performance of L1 and Slopefor sparse binary classification problems, (ii) the superiority of Group L1-L2regularization for group-sparse classification problems and (iii) the appealingproperties of sparse quantile regression estimators for sparse regressionproblems with heteroscedastic noise.",https://arxiv.org/abs/1910.08880
['Title:Probabilistic Radiomics: Ambiguous Diagnosis with Controllable Shape Analysis'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Radiomics analysis has achieved great success in recent years. However,conventional Radiomics analysis suffers from insufficiently expressivehand-crafted features. Recently, emerging deep learning techniques, e.g.,convolutional neural networks (CNNs), dominate recent research inComputer-Aided Diagnosis (CADx). Unfortunately, as black-box predictors, weargue that CNNs are ""diagnosing"" voxels (or pixels), rather than lesions; inother words, visual saliency from a trained CNN is not necessarily concentratedon the lesions. On the other hand, classification in clinical applicationssuffers from inherent ambiguities: radiologists may produce diverse diagnosison challenging cases. To this end, we propose a controllable and explainable{\em Probabilistic Radiomics} framework, by combining the Radiomics analysisand probabilistic deep learning. In our framework, 3D CNN feature is extractedupon lesion region only, then encoded into lesion representation, by acontrollable Non-local Shape Analysis Module (NSAM) based on self-attention.Inspired from variational auto-encoders (VAEs), an Ambiguity PriorNet is usedto approximate the ambiguity distribution over human experts. The finaldiagnosis is obtained by combining the ambiguity prior sample and lesionrepresentation, and the whole network named $DenseSharp^{+}$ is end-to-endtrainable. We apply the proposed method on lung nodule diagnosis on LIDC-IDRIdatabase to validate its effectiveness.",https://arxiv.org/abs/1910.08878
['Title:Speech Emotion Recognition with Dual-Sequence LSTM Architecture'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Speech Emotion Recognition (SER) has emerged as a critical component of thenext generation of human-machine interfacing technologies. In this work, wepropose a new dual-level model that combines handcrafted and raw features foraudio signals. Each utterance is preprocessed into a handcrafted input and twomel-spectrograms at different time-frequency resolutions. An LSTM processes thehandcrafted input, while a novel LSTM architecture, denoted as Dual-SequenceLSTM (DS-LSTM), processes the two mel-spectrograms simultaneously. The outputsare later averaged to produce a final classification of the utterance. Ourproposed model achieves, on average, a weighted accuracy of 72.7% and anunweighted accuracy of 73.3% --- a 6% improvement over current state-of-the-artmodels --- and is comparable with multimodal SER models that leverage textualinformation.",https://arxiv.org/abs/1910.08874
['Title:KRNET: Image Denoising with Kernel Regulation Network'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  One popular strategy for image denoising is to design a generalizedregularization term that is capable of exploring the implicit prior underlyingdata observation. Convolutional neural networks (CNN) have shown the powerfulcapability to learn image prior information through a stack of layers definedby a combination of kernels (filters) on the input. However, existing CNN-basedmethods mainly focus on synthetic gray-scale images. These methods stillexhibit low performance when tackling multi-channel color image denoising. Inthis paper, we optimize CNN regularization capability by developing a kernelregulation module. In particular, we propose a kernel regulation network-block,referred to as KR-block, by integrating the merits of both large and smallkernels, that can effectively estimate features in solving image denoising. Webuild a deep CNN-based denoiser, referred to as KRNET, via concatenatingmultiple KR-blocks. We evaluate KRNET on additive white Gaussian noise (AWGN),multi-channel (MC) noise, and realistic noise, where KRNET obtains significantperformance gains over state-of-the-art methods across a wide spectrum of noiselevels.",https://arxiv.org/abs/1910.08867
['Title:Image Restoration Using Deep Regulated Convolutional Networks'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  While the depth of convolutional neural networks has attracted substantialattention in the deep learning research, the width of these networks hasrecently received greater interest. The width of networks, defined as the sizeof the receptive fields and the density of the channels, has demonstratedcrucial importance in low-level vision tasks such as image denoising andrestoration. However, the limited generalization ability, due to the increasedwidth of networks, creates a bottleneck in designing wider networks. In thispaper, we propose the Deep Regulated Convolutional Network (RC-Net), a deepnetwork composed of regulated sub-network blocks cascaded by skip-connections,to overcome this bottleneck. Specifically, the Regulated Convolution block(RC-block), featured by a combination of large and small convolution filters,balances the effectiveness of prominent feature extraction and thegeneralization ability of the network. RC-Nets have several compellingadvantages: they embrace diversified features through large-small filtercombinations, alleviate the hazy boundary and blurred details in imagedenoising and super-resolution problems, and stabilize the learning process.Our proposed RC-Nets outperform state-of-the-art approaches with significantperformance gains in various image restoration tasks while demonstratingpromising generalization ability. The code is available atthis https URL.",https://arxiv.org/abs/1910.08853
['Title:ProxIQA: A Proxy Approach to Perceptual Optimization of Learned Image Compression'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  The use of $\ell_p$ $(p=1,2)$ norms has largely dominated the measurement ofloss in neural networks due to their simplicity and analytical properties.However, when used to assess the loss of visual information, these simple normsare not very consistent with human perception. Here, we describe a different""proximal"" approach to optimize image analysis networks against quantitativeperceptual models. Specifically, we construct a proxy network, broadly termedProxIQA, which mimics the perceptual model while serving as a loss layer of thenetwork. We experimentally demonstrate how this optimization framework can beapplied to train an end-to-end optimized image compression network. By buildingon top of an existing deep image compression model, we are able to demonstratea bitrate reduction of as much as $31\%$ over MSE optimization, given aspecified perceptual quality (VMAF) level.",https://arxiv.org/abs/1910.08845
['Title:NormGrad: Finding the Pixels that Matter for Training'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  The different families of saliency methods, either based on contrastivesignals, closed-form formulas mixing gradients with activations or onperturbation masks, all focus on which parts of an image are responsible forthe model's inference. In this paper, we are rather interested by the locationsof an image that contribute to the model's training. First, we propose aprincipled attribution method that we extract from the summation formula usedto compute the gradient of the weights for a 1x1 convolutional layer. Theresulting formula is fast to compute and can used throughout the network,allowing us to efficiently produce fined-grained importance maps. We will showhow to extend it in order to compute saliency maps at any targeted point withinthe network. Secondly, to make the attribution really specific to the trainingof the model, we introduce a meta-learning approach for saliency methods byconsidering an inner optimisation step within the loss. This way, we do not aimat identifying the parts of an image that contribute to the model's output butrather the locations that are responsible for the good training of the model onthis image. Conversely, we also show that a similar meta-learning approach canbe used to extract the adversarial locations which can lead to the degradationof the model.",https://arxiv.org/abs/1910.08823
['Title:Opinion shaping in social networks using reinforcement learning'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  In this paper, we study how to shape opinions in social networks when thematrix of interactions is unknown. We consider classical opinion dynamics withsome stubborn agents and the possibility of continuously influencing theopinions of a few selected agents, albeit under resource constraints. We mapthe opinion dynamics to a value iteration scheme for policy evaluation for aspecific stochastic shortest path problem. This leads to a representation ofthe opinion vector as an approximate value function for a stochastic shortestpath problem with some non-classical constraints. We suggest two possible waysof influencing agents. One leads to a convex optimization problem and the otherto a non-convex one. Firstly, for both problems, we propose two differentonline two-time scale reinforcement learning schemes that converge to theoptimal solution of each problem. Secondly, we suggest stochastic gradientdescent schemes and compare these classes of algorithms with the two-time scalereinforcement learning schemes. Thirdly, we also derive another algorithmdesigned to tackle the curse of dimensionality one faces when all agents areobserved. Numerical studies are provided to illustrate the convergence andefficiency of our algorithms.",https://arxiv.org/abs/1910.08802
['Title:Kernels of Mallows Models under the Hamming Distance for solving the Quadratic Assignment Problem'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  The Quadratic Assignment Problem (QAP) is a well-known permutation-basedcombinatorial optimization problem with real applications in industrial andlogistics environments. Motivated by the challenge that this NP-hard problemrepresents, it has captured the attention of the evolutionary computationcommunity for decades. As a result, a large number of algorithms have beenproposed to optimize this algorithm. Among these, exact methods are only ableto solve instances of size $n<40$, and thus, many heuristic and metaheuristicmethods have been applied to the QAP. In this work, we follow this direction byapproaching the QAP through Estimation of Distribution Algorithms (EDAs).Particularly, a non-parametric distance-based exponential probabilistic modelis used. Based on the analysis of the characteristics of the QAP, and previouswork in the area, we introduce Kernels of Mallows Model under the Hammingdistance to the context of EDAs. Conducted experiments point out that theperformance of the proposed algorithm in the QAP is superior to (i) theclassical EDAs adapted to deal with the QAP, and also (ii) to the specific EDAsproposed in the literature to deal with permutation problems.",https://arxiv.org/abs/1910.08800
['Title:A simple approach to design quantum neural networks and its applications to kernel-learning methods'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  We give an explicit simple method to build quantum neural networks (QNNs) tosolve classification problems. Besides the input (state preparation) and output(amplitude estimation), it has one hidden layer which uses a tensor product of$\log M$ two-dimensional rotations to introduce $\log M$ weights. Here $M$ isthe number of training samples. We also have an efficient method to prepare thequantum states of the training samples. By the quantum-classical hybrid methodor the variational method, the training algorithm of this QNN is easy toaccomplish in a quantum computer. The idea is inspired by the kernel methodsand the radial basis function (RBF) networks. In turn, the construction of QNNprovides new findings in the design of RBF networks. As an application, weintroduce a quantum-inspired RBF network, in which the number of weightparameters is $\log M$. Numerical tests indicate that the performance of thisneural network in solving classification problems improves when $M$ increases.Since using exponentially fewer parameters, more advanced optimization methods(e.g. Newton's method) can be used to train this network. Finally, about theconvex optimization problem to train support vector machines, we use a similaridea to reduce the number of variables, which equals $M$, to $\log M$.",https://arxiv.org/abs/1910.08798
